1424647756,220128 1137,220130 1454,1000.00,1000.00,GAMING PC - Ryzen 3600 - RTX 2060 - 16GB RAM - 480GB SSD + 1TB HD - WIN 10 - 5 YEAR WAR,"For sale a gaming PC PC is brand new and was built by Kuda PC in Glasgow. Parts are under warranty for three years and there is also a 5 year labour warranty. As is normal with Kuda PC, only high quality parts have been used and they are a highly"
1424645960,220128 1137,220226 2354,950.00,950.00,"i5 11600KF, RTX 2060 6GB, Gaming PC","For sale is my custom built gaming pc put together last year in may. Being able to play all latest games 80-100+ fps on high settings, and have the looks to go along with it. PC window will need replacing as it had been smashed, but works without."
1424625531,220127 2240,220130 1454,1300.00,1300.00,"Full Gaming PC Setup - RTX 2060 Super, i7 10th Gen, 32gb Ram","Full Gaming PC Setup for sale - monitor, keyboard, mouse and webcam included PC: Intel i7-10700K 3.80ghz Nvidia RTX 2060 Super 8gb 32gb Corsair Vengeance Ram Crucial NVME M.2 SSD - 1TB Second crucial SSD - 500gb NZXT h1 case - built in power suppl"
1424616605,220127 1933,220225 1145,600.00,575.00,RTX 2060 Gaming PC,"This pc has a I5 9400F, RTX 2060, 16GB RAM, 1TB HDD, 256GB SSD. It is perfect for streaming and gaming at 1080P. I’m selling it due to wanting to save for a car. £600. Cash only. Collection only. Message me if you need any more information about the"
1424514310,220126 1333,220221 2328,1500.00,1200.00,"Core i7, RTX 2060, 32GB RAM Gaming PC Full System",Hi folks I am selling my gaming PC as I no longer have time to use it and need to downsize. I am looking for around £1500 but am open to sensible offers or swaps for an XBox Series X plus cash or a decent spec laptop plus cash (or both!- a Seri
1424464506,220126 1333,220221 2328,600.00,600.00,Razer Core X + NVIDIA 2060 SUPER GPU,Used to make my laptop run games better but now I have a better laptop so no longer needed. Would also sell separately.
1424455042,220126 1333,220206 1835,985.00,985.00,"HP OMEN 25L High Spec Gaming Computer PC (Intel i5, 16GB RAM, RTX 2060)",Specifications: Processor: i5 10th Gen @ 12x 2.9GHz 10400f RAM: 16GB Ram Storage 1: 256GB SSD Storage 2: 1TB HDD Graphics: Nvidia GeForce RTX 2060 6GB Case: HP OMEN 25L OS: Windows 10 64 Bit ________________________________ Follow TP Comp
1424410124,220125 1333,220223 1815,1000.00,1000.00,"RTX 2060 | Ryzen 5 3600XT | 16GB DDR4 RAM | 512GB SSD | 1TB HDD | RRP £1,300","It is in perfect condition. Comes with a HDMI cable and the power cable. Powerful machine, that will run whatever it is that you need running. Recently bought 2 new ML120 fans that are now in the front. So it is virtually silent. Beautiful Computer a"
1424410107,220125 1333,220202 0924,615.00,615.00,"High end gaming PC with NVIDIA GeForce RTX 2060, Intel Core i5-9400F and 16GB RAM","High end gaming PC with NVIDIA GeForce RTX 2060, Intel Core i5-9400F and 16GB RAM ! This is a custom built gaming PC in perfect condition! I am very reluctant to sell this yet I don’t really play many games anymore so I don’t feel like I need to own"
1424403261,220125 1333,220125 1333,850.00,850.00,"Gaming PC (R5 3600, RTX 2060)",I am selling this gaming PC with the following specs: - AMD Ryzen 5 3600 (AMD Wraith Stealth cooler) CPU - ASRock B450 Pro4 motherboard - 2x8GB Corsair Vengeance LPX RAM 3600MHz - Asus GeForce RTX 2060 6 GB Phoenix Fan GPU - Western Digital Cavi
1424383103,220125 1333,220125 1333,950.00,950.00,"New High End Gaming PC - Asus RTX 2060, i5-9400F, 1.25TB SSD/HDD, 16GB DDR4, ARGB","Brand new in the box with full 1 year warranty build to order from high quality top brands components, one of the latest models 9th Generation Intel Core i5 Coffee Lake (6-core CPU) High End Gaming PC - ready for VR, 4K, editing, stream"
1424372957,220125 1333,220130 1454,700.00,700.00,"MSI GEFORCE RTX 2060 gaming pc, Intel core I5 9th gen","Perfect working condition pc for cheap, only used a couple months. Top quality specs(see last slide). 1.2 TB storage, can run any game at high frame rates. Very nice and smooth to use 👌. If you would like anything else just message me"
1424347078,220124 1333,220124 1333,1100.00,1100.00,Gaming pc RTX 2060,"Selling my pc as not really played that much running windows 11 Screen is 24” 144hz 1ms All set up included (desk mouse keyboard chair headset) It runs warzone,fifa,Fortnite,the division can show you them running if needed before I do a factory reset"
1424302025,220124 1333,220130 1454,950.00,950.00,Rtx 2060 gaming pc with mouse keyboard charging pad and monitor. Specs,Good condition. Very minor scratches on certain items that you can only see from certain angles. Everything working perfectly. Only used a couple months. 4k moniter. Everythingis quality item 👌 for bargain. If you would like to purchase separately j
